labels,data
0,ios implement store believe work great
0,legal issue firmly believe need implement windows phone store
0,hope able update facebook apps window 8 chat room message able download file attachment like words excel ... maximize utility microsoft office usage include function download file attachment allow user like wide rage office usage ..
1,windows phone emulator include ability manage vm snapshot windows phone image
1,developers able create wp image tailor specific state manage image snapshot
0,hyper v powerful vm management tool include ability create new image manage snapshot allow developer save current state vm e.g. manage particular testing scenario upgrade app good custom datum app multiple roll state prior checkpoint mark vm
1,emulator image tooling expand include follow create new developer vm image base image delete create developer vm image able add remove developer vm image visual studio device emulator list additional tooling emulator allow snapshot management developer vm image suggestion developer unable manage modify base standard image suggestion add additional image
0,hyper v powerful vm management tool include ability create new image manage snapshot allow developer save current state vm e.g. manage particular testing scenario upgrade app good custom datum app multiple roll
0,possible create traffic counter traffic wifi gms lte
0,good regard happy new year 2014 karsten klein
1,like option skydrive folder available offline
0,countryside city good network connection available
0,folder download completely phone wi fi available access offline later
0,hi instead write elaborate syncml service like use push notification like happen ios
0,dm client dm client react push message provide device enrol
0,push notification free options like gcm google cloud message
0,imperative certain app form persistent background connectivity allow
0,appreciate need reduce waste battery power microsoft believe user control allow user enable access persistent tcp connection app app basis windows 8 allow
0,inefficient app disallow user enable experienced developer flexibility offer app legacy protocol convert push notification system user
1,gzipstream class available windows phone developer rely 3rd party library compress decompress stream
1,shuffle repeat like button pop music menu
1,like single finger swipe entire navigation button area act app switch gesture
0,come webo navigation wp8 feel stilt
0,simply swipe right left swap app stack swipe leave right swap previous app stack
0,plz help
0,add possibility manage blacklist phone number use api window phone 8
0,wcf discovery support windows phone
1,great discover service hosts local networks
1,great option disable infinite looping pivot panorama control use similar way like picture article browsing etc
0,user enroll phone use mdm client matter vendor nice idea
0,tech use mdm vendor platform enrollment experience totally different
0,like enrollment process consistent user
1,api enroll device app allow mdm enrollment initiate browser download
0,idea background agent expire initialized week sense
0,scenario sense
0,company hub app download mdm enrollment hub app use background task post device info location available mdm protocol
1,user interaction like able set expiry background task scenario
0,workaround track task set send user toast click activate app
0,workaround track task
0,instal gdr3 dev preview lumia 920 instance phone restart try open app save contact
0,want throw happen time update week ago
1,developer like method defer app deactivation suspend order async method easily
1,support great variety microsoft media foundation api allow adjustment pitch playback speed
0,advanced audio api allow developer create music application musician etc
0,current list support api limited
0,http://msdn.microsoft.com/en-us/library/windowsphone/develop/jj681688(v=vs.105).aspx
0,like xe5 embarcadero visual studio create ios android app
1,lure devs platform compile wp winrt
0,start phone change picture select configuration
0,website 2 letter domain ie store cookie domain
0,fix
0,ios andorid option like allow instal app allow camera allow screen captue etc
0,windows phone feature
1,introduce api 's
1,byod concept block user os update
0,case old version device management work properly os update
0,hello
0,class microsoft phone scheduler scheduledtask property begintime date support
0,possible support future
1,suggest include transactions report
0,distinct record different tax sale price date time
0,currently evaluation download bill price possible
0,think good 3th app access list instal app decide unistall freeze lock etc ...
0,bing science app regroup news world astronomy biology physics technology etc
0,cover live tile like bottle chemistry sort
0,think
1,good know number download active
0,google store active installation prominently total download count actually sense consider trash app phone
0,like create app monitor time user spend app enable enterprise customer optimize user 's day analyze time application
0,original account expire force create new account decide enroll
0,original account tie microsoft use
0,pain log dev center
0,fact
0,navigate connect expire account
0,log good ask account want use
0,voice powerpoint presentation complete office experience student
0,platforms(android play them(touchshow window phone
0,fairly disappoint
1,voice powerpoint available window phone available android platform use touch add
1,like know rank app country category app store
0,better allow judge effectiveness marketing
1,add ability lyric music file music application run music
0,auto rotation keyboard work app
0,example microsoft 's app separately nokia 's app separately ...
0,password set lockscreen swipe password keyboard
0,dismiss keyboard
0,swipe right log kid corner instead regular start
0,password require kid corner
0,stay parent type password
0,kid swipe right correctly issue
0,hassle try use think awesome work right
1,provide option alive connection background create im
0,surprised resourcedictionary template add new ite ... dialog
0,blend template
0,good allow developer change app inside app store accord different language culture
0,"currently suppose read dll file xap bundle,(if support different language fail display app store actually harm ranking app"
0,create dll pain xxx
0,want list thirdparty app phone secure
0,up___date nest virtualization
0,want run windows phone 8 emulator virtual machine fail
0,mean nest virtualization support
1,provide automation toolkit enable developer walk series step screenshot relevant point run step different language automate process screenshot different language app submission
1,helpful right general localization testing verify localized string mess layout
1,add new color
0,open customization live tile possibility control volume phone thing
0,directly slider live tile
0,realy important open api community help
0,expect notification center site new thing happen account visit
0,dev center account like facebook watch notification
1,let able review add app crash attention grow infinitely large
0,enable developer access datum send device screen display
0,feature annoying change word want
0,3 word phone letter capitol word completely capitol soo annoying nerve pls fix allow setting asap
0,developer care emulator image display vs list
1,developer option tool manage list select display
0,ideally tool developer wp emulator machine scop emulator standard directory bonus point able add directory custom image allow developer select check emulator want int device emulator drop box visual studio
0,particularly number optional device image developer download install increase critical need windows phone development workspace clean
0,relate uv suggestion http://wpdev.uservoice.com/suggestions/4328935 developer care emulator image display vs list
0,particularly number optional device image
1,windows allow additional user account add track review application review process similar apple android apple store allow
0,team development support business able track progress app review
0,help understand timeline publish app
1,possible optionally declare function onclick live tile code execute live tile pres leave home screen
0,think wifi toggle music control unmute/ mute etc
1,competitive advantage like provide expedite package app certification developer want app publish fast
1,need way submit bug engineering team triag respond
0,discussion request commenter visual studio accept bug windows phone https://connect.microsoft.com/visualstudio/ -- able file wpdev bug sufficient
0,connect sufficient
0,share thought
0,wifi analyzer app android useful professional
0,understand appropriate api create similar window pho e inaccessible
0,windows phone application development possible currently support windows version e.g. windows 7 vista limit late windows version limit adoption hardware requirement
0,emulator virtual unsure development environment limit way
0,limit development environment windows 8 limit ability develop windows phone ultimately pull microsoft
0,compare skype viber tango app window phone android iphone
1,build instagram oovoo yahoo messenger wp 7.8
0,file manager system
1,great layer app quick status
0,allow execution app background like android ios offline mix download nokia mixradio pause use app
0,app freeze position user use mobile app use download
0,ability download app store pc install mobile sd card support like lumia 920
1,clue folder download copy app like ringtone folder ringtone
1,"allow integrate search search option i.e.,ability search file app phone memory"
0,6.we want microsoft listen idea implement
0,7.we want microsoft release update fast early
0,search option message 1
0,tilt effect tile start screen
0,context menu start screen
0,page rotate effect setting page
0,page transition effect setting page
1,add api
0,developer understand need add project copy small windows phone toolkit effect platform build :/ thank
0,uesr want find fast contact good insert fast search phone dialer good user choose good method search like surname address etc ...
0,ios create twitter aggregation user topic screen
0,look type function
1,add twitter datasource add user feed
0,tester understand criterion certification
0,tester fail game multiple time supervisor dead wrong read failure report
0,criterion game need meet list right fail report 1 play music file
0,2 launch application
0,3 verify application load pause resume stop actively play music
0,reason list fail select yes ask play music observe game music play simultaneously phone music reasoning game met criterion pause resume stop music
0,tester change criterion
0,bad boss eric dunaway agree tester misreading criterion
0,reason list fail select yes ask play music observe
1,kid corner account
0,wp user happy
0,kidscorner use bachelor
1,atleast remove password kidscorner password kidscorner
1,allow debit card payment instrument registration renewal
1,good support command control allow bind command viewmodel event support control xaml use party tool mvvm light
0,offense mvvm light ;)
1,use nokia map api nokia music api nokia image sdk
0,gdr2 update lumia 820 520 device check devicenetworkinformation iswifienabl application return false independently actual wifi availability
1,nice able retain kind unique key app store way app way query item app create
0,complete bing suggestion order add keyword restart search
0,google android
0,usefull adjust search
0,.wma file copy music library use medialibraryextension savesong api window phone app store music library .mp3 extension audio file play properly music library share email notice file attach .mp3 extension connect phone pc usb cable browse window explorer music folder find file .mp3 extension
0,manually rename file extension .wma pc allow play file properly windows media player discuss issue dev forum eric microsoft dev team able reproduce issue http://social.msdn.microsoft.com/forums/wpapps/en-us/096675a1-1759-4125-9cd0-0ac4e2eeb146/medialibraryextensions-savesong-forces-file-extension-to-mp3 .wma file copy music library use medialibraryextension savesong api window phone app store music library .mp3 extension audio file play properly music library share email notice file attach .mp3 extension connect phone pc usb cable browse window explorer music folder find file .mp3 extension
0,manually rename file extension .wma pc allow play file properly windows media player discuss issue
0,navigationservice navigate let pass parameter type object uri help state object app class mess project grow
0,know pass string uri come create native app web app limit way coding
1,fix altitude bug geocoordinatewatcher geolocator use wp8
0,lumia 520 wp8 jump value altitude outdor strong good gps signal
0,altitude jump 27 200 200 right value
0,value gps accuracy
0,occur class wp8
0,use disiredaccuray high
0,read user problem wp8-phone like htc
0,gps app store problem jump altitude
0,find solution
0,geolocator class set desiredaccuracyinmeter 1 yes set 1 altitude jump anymore
1,fix problem wp8-sdk fix altitude bug geocoordinatewatcher geolocator use wp8
0,
0,android os daki new star soccer getirin art__k
1,include support pen input like surface pro surface pro 2 wp8 rt
1,want candy crush windows 7.8 windows 8 plz app
0,native development option frustrating debug native code execute device real device
0,windows mobile ce day microsoft device emulator faithfully emulate arm cpu execute exactly code eventually device
0,capability essential certain low level task like native crash investigation debug stack clobber scenario deep optimization inline assembly e. g. neon
0,capability lose
1,bring
1,api find thing android iphone provide api 's find thing accuse security reason android iphone secure work provide api mobile technology difficult create application
0,ease use
0,support windows 7
0,requirement page windows 8 64 bit require run wp sdk8.0
0,support dominate windows 7
1,provide access fm radio api 's wp8 ability change audio route currently build fm radio capable
0,currently use wp71 class library access fm api 's provide mean change audio route
0,ability change audio route medialibrary great
0,build music video app 's fm radio switch speakerphone nice play music medium library switch headphone plug enable fm radio
0,inconvenient great audio route sync fm radio medium library
0,build music video app 's fm radio switch speakerphone nice play music medium library switch headphone
0,method useful developer deal diacritic multilanguage app
0,accord thread color applicationbar icons http://social.msdn.microsoft.com/forums/wpapps/en-us/3652fab4-1662-42c8-9d1e-bd8255083647/color-of-applicationbar-icons?forum=wpdevelop want wp8 stiill work wp7 set color applicationbar icons
0,need user signal react
1,like user select app allow run background great select app allow change phone setting
1,example love gps app turn location app start turn app exit
0,enter payment method option delete exist payment method enter new
0,problem credit card constantly fail authorization
0,categorize game game manifest appear lock screen notification implement requirement
0,easily reproduce change apps.normal apps.game
0,sure right category correct site post
0,recently excited jump windows 8.1 pro dev samsung series 7 slate tablet
0,instal os instal apps instal ms office norton desktop app
0,proceed install wp8 sdk surprise finish instal touch pen mouse operable
0,control device keyboard plug usb port
0,try use system restore restore previous restore point run
0,needless disappointed appear develop app wp8 computer
0,try use system restore restore previous restore point
0,hi developer aplication project university
0,develop 10 application encounter obstacle
0,develop transfer application apphub
0,remove limit develop end application
0,pay expensive azure cloud service everytime need connect database ...
1,implement file upload api internet explorer upload pdf docs office hub images videos
0,currently uc browser allow upload picture number message app
0,let upload office hub
0,internet explorer let upload
0,https://www.dropbox.com/s/4p3ucr7o91uw0h5/ideas.pptx
0,computer window 8 pro ... 32bit .... window 8 phone u provide app link i.e want sdk-8 compatible 32bit operate system sdk-8 software u provide work 64bit system
0,http://windowsphone.uservoice.com/forums/101801-feature-suggestions/suggestions/4679540-lost-password mobile service replace display
0,15 day ... forget password ... reset phone ...
0,lock phone windowsphone.com unlock way forget password
1,allow phone use mini presentation device
0,allow phone use secondary display project screen content example push2tv device widi receivers
0,bluetooth useless lumia 820
0,link andriod ios wp7
1,allow developer renew expire subscription
0,currently 30 day expiration renew original account
0,ask support create subscription live account ask migrate app related datum
0,datum possible transfer like report
0,big deal create account
0,healthy account mean specially create service allow thing like single renew
0,easy allow renew ms work transfer datum account
0,delay registration app creation untill possible
0,hope
0,healthy account mean specially create
0,web installation win8phone sdk unable locate win8sharedsdktools.msi people struggle http://social.msdn.microsoft.com/forums/en-us/d715ca81-7d15-4de7-8544-3d6d79e318f1/where-can-i-download-the-following-package-win8sharedsdktoolsmsi?forum=wpdevelop
1,wish add capability add remove medialibrary song modify current mediaplayer queue code
0,feature bring capability create good music player marketplace
1,add option choose bank country payment account list support
0,static country registration
1,expand list support country payout paypal
0,window phone app recently release
0,review post immediately person post review different star rating
1,allow review update form dup check allow review person app
1,developer need able use ms account sign vs2012 phone emulator
0,real account problem
1,need able test application window app instal
0,free app
0,disabled
0,issue
0,mobile banking app suntrust bank
0,ios droid wp8
0,problem relate windows phone developer account
0,hepls topic turkey :( think microsoft usa 's problem :) windows phone developer account start turkey list choose country continue
0,dev account available turkey change country
0,want open windows store developer account information come
0,want lose account account expire 07.2014 open account student verification
0,thank reach microsoft windows phone developer support
0,currently develop region want develop turkey
0,turkey newest open location
0,understand current situation change region select
0,change option need create new account turkey region
0,offer attempt transfer app new account
0,note request complete
0,certainly attempt
0,mention student account require create simultaneous account
0,account active
0,like look contact dreamspark
0,note store account app transfer
0,currently option present
1,allow change country
0,thank reach microsoft windows
1,allow background image tile
0,... map satellite contribute fix
1,api facebook integration feature expand social network add
0,need share datum mobile phone sd card need file manager wp ...
0,want share music friend whatsapp app ...
1,great app menu right home menu left notification shortcut simply possibility turn wifi thing like bright sound etc
0,textbox windows phone build app instance message hub allow user scroll swipe finger
0,silverlight textbox support kind scrolling force user long tap caret appear finger textbox
0,imprecise frustrating confuse user use behavior system app
0,provide scrolling silverlight winrt textbox definitely improve user experience
0,application play mp3 internet start track stop play time second continue normally
0,download track play standard player glitch
0,start happen lumia 820 520 phone gdr2 update
1,able select drop menu text box memory require app run select device test
0,app reject test device design
0,dev site let select option submission process
1,develop application lock perticuler app like msg email app
0,app android phone appslock app window phone
0,currently use writeablebitmap decode image datum ui thread
0,problematic need heavy image processing slow ui negatively affect user experience
1,great specific class instantiate non ui thread load ui thread image object
1,extend push notification background task api 's allow storage incoming push notification message repeat notification frequently 1 2 minute repeat notification indefinitely clear user ability specify sound volume
0,basically attempt write pager style alerting application notify critical issue need able wake
0,currently limitation api 's prevent type app
1,bring local bing search
0,inefficient chore find local address
1,bring ability copy paste address bing search people text address meet
1,add ability connect windowsshare samba server
1,add sap sim access protocol bluetooth protocol
0,require build car hand free
0,sap superior hf enable e.g.
0,slk access sim turn phone stand use car transmitter far good reception save mobile battery
1,hey plz file manager app mx player swype keyboard ...................
0,panorama template base app attract youtube static
0,aplicativos portugu__s e bloqueio de chamadas
0,img]http://i44.tinypic.com/2n0iy6s.jpg[/img function keys additional hardware button soft touch button left window hardware
0,user configurable dynamic configurable app game developers f1= fire f2=reload f7=secondary weapon f3=cycle weapons f4 touch scroll fingerprint reader look ugly ... lot useful customize device larg
1,unify windows phone 8 blue 9 windows 8 8.1 9 development compleatly
0,good start unification common core
0,common sense general thing ui xaml code
0,lot pattern hard think good new design pattern unify ui development example
0,ok thing awailable windows 8/9 device available windows phone 8 9 vice versa
1,support multi segment path method return message detail
1,change 1 bit zip64 file better comply iso-21320 1:2015 normative appnote pkware order interoperate unzip software
1,app contain display content reasonable person consider pornographic sexually explicit
1,pornographic sexually explicit need define
1,furthermore age ratings dev center dashboard set app accord content app
1,app fill information pornographic sexually explicit material define store policy
1,ask api wrap whatev mechanism require accomplish
1,container start application inside windows 10 iot core instead screen
1,provide separate x factor enable use object fix aspect ratio
1,separate x scale measurement object resize pinch stretch
1,use wireshark inspect packet query class answer dns sd registration bonjour answer dns sd registration
1,create api argument command string
1,use str api activate command like cortana hey cortana command voice interaction
1,huge advantage support attribute app object app.xaml file ultimate root
1,allow license assignment application tie azure ad group similar license office 365 manage
1,want create window service run background check bar code scan bar code scan want window service handle write input text file
1,fluent design toolkit available affinity designer
1,great setter delay property execute certain time
1,great able current appointment appointment user
1,add stopwatch controller
1,want add clock controller visually time
1,add printercontroller wpf winforms
1,windbg preview available offline download
1,like add bixby list
1,build phone power android running customize microsoft
1,cortana read reply message phone link api process sure word need idea messaging app come build w10
1,great microsoft expand service internationally like example cortana barely work region outside
1,hope microsoft pay attention like way mobile department
1,pd microsoft app native phone build mobile text message app sync messaging app windows
1,increase maximum size good remove
1,like functionality execute selecteditem code row doubletapped
1,propose solution add rowdoubletapp event directly uwp datagrid class
1,like add animatedheaderedtextbox control toolkit
1,offiline symbols download
1,possible enhance loading control disable navigation run
1,screen wide horizontal layout colorpicker
1,developer want screenshot log customer send feedback hub
1,person logging device nice able app restart automatically
1,like way uwp app opt automatically restart user log shutdown cause automatic reboot
1,app receive activation parameter indicate restart great
1,allow app developer track app restart importantly allow app provide good experience allow user continue leave -- app run specific position app
1,nav view proof solution developer
1,nav view integrated application app consistent
1,info mandatory imho
1,great webview different user profile
1,command like ms setting utility useful
1,example isselected property add treeviewnode function like selectnode(treeviewnode treeview
1,event handler like touch behaver user
1,think microsoft add new property fonticon combine fontfamily glyph single uri property glyphuri
1,think nuget maintain set tag property tag font icons click download new font search nuget font icon tag list package font popular popular ...
1,think nugut maintain user comment package ... 4 star rating ... people idea package good instal ....
1,add link feedback hub store 's app review form
1,believe app review report developer divide
1,possible add note review form follow
1,need open window maximize
1,provide way configure size window launchuriforresultsasync method
1,1 sample https://github.com/microsoft/windows-iotcore-samples/tree/develop/samples/serialuart/cs
1,4 run application set breakpoint readasync method line
1,use pinvoke kernel32.dll install nuget package directly uwp project automatic reference add nuget package like pclcrypto add old version verify version pinvoke kernel32.dll bin x86/debug build output folder 0.5.147.53150
1,ã¨ microsoft possibility download create app package fail certification process debugging
1,suggestion pathicon datauri property loading pathicon svg file instead specify messy vector string want stuff f1 1612 202l 2016 116 xaml
1,possibility allow datauri point text file hold type stuff f1 1612 202l 2016 116
1,nice drag file project tree xaml property require ms appx:/// path expand ms appx:/// path instead fullpath file filesystem
1,place task manager performance tab dedicated usage graph display ml activity
1,nice set height textbox use number line
1,100 backwards compatible height property pixels
1,heightlines 2 automatically set acceptsreturn property true super easy create multi line textbox xaml
1,think there;s little bit weirld textbox control specify 10 line height 10 line height expand box .... beep end 10 line ... course line build scrollbar control auotmatically scroll exceed 10 line ... leave complaint add lineheight property ... work way people want work ....
1,reason good idea add heightline property allow xaml setup fontsize fontfamily pixels size automatically expand match exactly 10 line
1,onward add sync method optionally add supplementary async method long operation
1,welcome addition api way obtain datum
1,good option xbox device portal javascript console log like network log http monitor tab
1,great option inspect debug
1,example add text instat far point current gps location
1,webview pan 2 finger zooming pinch smooth fluid
1,think step notepad opensource like powershell open source community continue add feature notepad text editor perform quick edit programming
1,useful notepad update win32 app uwp
1,current ms strategy bring cross platform app windows store notepad extremely helpful
1,convenient selectedbackground property calendarview
1,check link user discuss similar issue
1,1 inputpane open close input element
1,2 option prevent auto hiding focus tab button inputpane like preventkeyboarddisplayonprogrammaticfocus work uwp target version 16299
1,enable 2d application developer easily use 3d volumetric content xaml composition configure spatial scene manipulate transform skeletal animation
1,add panel allow create design constraint support blend
1,like ability filter stack try trace function
1,essentially searchable solution explorer ability add exclusion rule
1,bring webview edge wpf winforms application
1,50 's iam play building mother friend window hard time find way window old window navigate
1,windows 10 lte support rcs messaging api introduce advantage messaging protocol uwp app ...
1,attach device ensure loading
1,hot unplug wait 30
1,idea control default property localization
1,attribute use identify default localization property xaml control
1,place menuflyout button appbarbutton
1,maybe use simplified folddown mode pan file format support
1,webb hololens run app section column tell user account app process run
1,like ask microsoft developers fix issue provide couple extra degree freedom rdc
1,think support add simple constructor parameter initialize
1,add loginhint optional param loginasync plumb getusertokenv2async
1,great access value stay track actual development vendor
1,introduce functionality mac address obtain programmatically
1,possiblity add attribute button
1,custom tile display watermark(s associate
1,pass string x bind attribute ui control nice binding readonlyspan avoid allocation
1,rename windows 10 mobile windows 10 watch stop lumia mobile phone start lumia smartwatch windows 10 watch
1,need work good available winmm.dll
1,add semi automate test queue mode driver verifier select group driver driver verifier test time queue position reset reboot
1,automate test queue wonderful situation like
1,look musician developer use midi like able device like surface prioritize ability innovate
1,swipecontrol control support mouse input touch input
1,personally like able similar arrangement app currently unable
1,resize window explorer window like 300px 300px
1,fix resize window big proportion screen fullscreen maximize
1,add option let user
1,sense option task manager tool control startup task windows 10
1,add image editor captureelement control option ability save capture image predefined image type .jpg .png ... etc
1,option automatically delete automatic checkpoint machine start
1,add store uri schema like ms window store://assoc/?appext=%q search app extension
1,useful feature support windows 10
1,want screen set option set preferance default
1,great chain function x bind create complex expression
1,write specific function purpose nice compose individual piece combine way
1,good submit utility tool store way perform task admin
1,maybe warn user download app stringent verification process app block completely hurt devs user
1,publisher manifest lock developer implement uwp app easy distribute outside store
1,improve app submission process internal beta testing
1,provide lock tile tile collapse accidentally
1,button right click leave click touchpad continuum control display mobile helpful
1,20 app store like download 20 app number
1,hope suggestion pass helpful
1,feature want suggest believe cortana lack certain capability apple ios specifically ability cortana send email cortana app directly outlook iphone
1,similar cortana handle text message nice cortana draft email outlook iphone
1,second insight like provide feedback cortana 's speech recognition apple ios android user input
1,appreciate able text message notification receive iphone cortana
1,vr want gaming business app
1,suggestion return storagefile class provide actual entry choice select user maybe filesavepicker read property method user confirm file
1,m$ try develop great software year customer want install fun work bring great benefit user
1,start small thing like feedback form annoying
1,trysetwallpaperimageasync support primary display allow wallpaper set attached display
1,add switch statement xaml allow app developer modify layout base value
1,like add functionality contribut somebody help
1,think ms need provide support school think cloudbook use windows 10s
1,like user voice request certain software add window store
1,like student able install scratch sketchup example
1,good ms approach reverse base school feedback
1,update app time ios android update
1,include gesture allow user minimize app example finger
1,2 set heat sense app default windows late
1,set multi alarm software cope come world situation
1,let different type os understand communicate user
1,extremely helpful create custom dictionary word list constraint speech recognition possible old microsoft ink api
1,add window update default rule
1,un hamstr windows 10 support process isolation container
1,allow api background
1,microsoft enable windows bridge android
1,public tweet user 's authentication
1,xaml page add button bind normal command view model
1,compile app xaml compiler throw exception
1,proper hook different scenario variation achieve
1,let app display news story
1,opinion developer prevent multiple unintended event control
1,need fix ensure contol stop forward click event click multiple time manually add code async handler
1,close streamsocket dispose delete stop pend asynchronous operation read write
1,nice api discovery endpoint
1,add visibility property expander header invisible panel look like slide view
1,allow uwp access package com eliminate overhead allow simple architecture allow use traditional win32 app
1,hi need fix xbox app store
1,publishing xbox opt function publishing opt
1,nice port ad uwp api use desktop bridge app
1,add wmi support uwp
1,api ought allow uwp application useful work runtime code generation
1,like api create virtual midi port build windows
1,surface touch screen ton possibility midi controller currently require instal 3rd party driver great end user experience
1,build rtpmidi nice achievable kernel mode driver virtual midi port
1,allow uwp application tick box .appxmanif declare trust desktop application
1,prevent trust app target phone xbox
1,issue virtualize registry desktop bridge
1,look concept uwp app run phone rip xbox admirable practical application
1,notice user installâ ¦
1,nice attach property scrollviewer set middle click scrolling
1,code useful adapt bluetooth application
1,check create date file
1,wait minute clock new minute run code
1,explorer delete file create explorer create date correct
1,follow comment blog post af_unix nice sock_seqpacket and/or sock_dgram support
1,like vote feature configurable setting allow user disable feature
1,add support cryptuiwiz api handle timestamp reply
1,reason revocation extended execution little specific systempolicy applicationclos applicationsuspend ...
1,uwp project follow xaml code win32 exception minimum target build16299
1,allow copy&paste setting page path instruction especially failure error outcome ... self repair fix research lookup
1,possible disable suggestion setting guess app able disable
1,possible share roadmap lcow improvment
1,group optional feature enable group basis string property item
1,search bar search bar attach control enable disabled boolean property
1,problem unity code single instance great support launch multiple instance app
1,like add itemclick event carousel control able use item list control ability click item like gridview listview
1,remove restriction
1,privacy constraint consider add capability declare app manifest
1,base notify user app start like camera access
1,markdowntextclock provide linkcommand alongside linkclicked event
1,good textboxregex automatically delete letter input like textboxmask
1,maybe new validationmode type sense
1,add 3d viewer object use paint 3d mixed reality viewer
1,include mouse keyboard support
1,available .net wpf nuget
1,add overload create mediastreamsample d3d surface
1,good configure compiler special screen property optional configuration file
1,configuration enter example default binding mode specific dependency property like example twoway textbox textproperty
1,1 rid emailmessage body character limit
1,2 limit publish api doc
1,3 aforementioned forum post suggest use remote api work
1,developer option participate upcoming set feature
1,recommendation contentdialog locking user
1,dialog use time center main window app copy dialog embed xaml use inplace load embed xaml use popup
1,recommendation add parameter showasync position dialog relative main window app center leave right
1,contentdialog time lock need semaphoreslim(11 sequential queue taskcompletionsource
1,nice choose element discard case space tile
1,declare custom template contentdialog template root contain border x container showasync method throw system accessviolationexception
1,propose download archive windows insider preview sdk download early version preview sdks
1,expected behaviour click primary secondary button contentdialog focus switch button concern x bind binding update
1,registration posible moldova
1,extend keyframeanimations scalarkeyframeanimation makte pausable resumable
1,mediacomposition add transition clip timeline e.g.
1,think good rotatortile indicator index select maybe control attach rotatortile
1,panorama mode beautiful button api inside apps great
1,suggest specialized textbox number
1,allow enter negative value
1,allow enter decimal value
1,format text specific number decimal place i.e.
1,suggest textbox following feature
1,return dom element coordinate case image raw byte
1,receive scriptnotify event possible http add applicationcontenturirule manifest atleast way
1,switch default lf style line ending operating system
1,situation want interrupt navigate away page use navigationview
1,provide information usage page
1,nice able specify itemssource automatically populate mvvm
1,short need uwp alternative showcaseview https://github.com/amlcurran/showcaseview
1,machine learning sdk smilar apple coreml
1,uwp include augmented reality sdk simlar apple arkit google ar dev kit
1,add list uwp api support desktop bridge
1,need able programmatically restart app
1,fix support hide pivotitems correctly especially datum bind simply add remove item collection
1,esent jet blue technology open source available .net core xamarin operate system windows
1,new control add multiple tag close button auto suggestion functionality
1,add allaccountsreadwrite userdataaccountstoreaccesstype order allow create calendar remote calendar provider
1,provide funtionality similar currentappsimulator class find windows applicationmodel store namespace
1,solution simply extend office store order publish vsto add
1,add reveal effect item listview hamburger menu control creator fall update
1,possibility optional package plugin code process c and/or vb.net instead c++
1,store listing language like able right click listing copy edit .be trouble detail .cvs excell
1,like exactly listing update
1,add uwp ble api method interrogate ble stack connection setting
1,wish consider flippdfviewercontrol inclusion toolkit
1,good support set gridview inside listview ability add column
1,able suggest folder file user path string
1,helpful service toolkit azure ad token
1,access visibility system button good scenario think sense disabled state button toggle dev 's certain scenario
1,nice way automate update upgrade bash ubuntu windows 10 require start bash
1,update constant paper size example constant cr80 business card pos receipt paper state write size reserve
1,allow generic class base class xaml page control
1,obviously expect point 3 neighbor file available maybe slightly slow
1,allow winappdriver switch context native webview
1,imagine write text directly textbox richeditbox canvas ink keyboard overlay
1,way speech recognition handle way
1,come api :) windows ink boost
1,lot intuitive useful distractive current overlay
1,sure p invoke point windows api allow uwp application native dll package
1,reason p invoke satisfy requirement use dllimport(exactspell true indicate understand implicationsâ ¦
1,onedrive sdk microsoft graph
1,add msal support v2 auth model
1,provide uwp toolkit inclusion uwp app
1,add custom calendarview control personalization option include sdk
1,individual calendarmonthview control want display standalone month maybe display grid 4 month etc
1,think case fire buttonpressed event like happen phone
1,useful able immediately release memory hold uwp bitmapimage significant large image
1,possible locate corner
1,need backward compatibility xaml like android example use navigationview conditional check
1,add support composition visual handle pointer interaction
1,nice uwp(or xamarin community tutorial devs contribute tutorial date
1,create cordova plugin enable ios android hybrid app use project rome feature
1,like switch uwp development able elevate user install uwp app win32 app problem download network drive
1,screen expect transport control ignore safe area ...
1,microsoft add padding reflect core window bound screen window instead manipulate grid
1,want transport control semi transparent areaâ ¦
1,add tumblr service
1,able start track package directly
1,consider screen application like temporarily control brightness
1,extend api run desktop mobile device embed mode
1,good fast webclient class use desktop application
1,problem solve add groupstyle itemtemplate
1,virtualization optimize use container cache group
1,imagine image viewer group folder group images
1,folder course use different item template images
1,want good windows store app find
1,high priority improve app discoverability windows store
1,app find keyword
1,sense app publish private store user allocate license ability request license error message
1,event target method overload
1,add control remind user rate uwp app certain time app launch
1,depth test need fast skip occluded pixel depth read shader need calculate particle opacity soft
1,set depth write enable disable set state change draw
1,opinion d3d11_dsv_read_only_depth useless remove state validation reading write depth texture check d3d11_depth_stencil_desc.depthwritemask draw
1,sacrifice performance validation check perform debug mode d3d->setexceptionmode(d3d11_raise_flag_driver_internal_error case draw allow issue debug warning write depth read shader produce undefined result
1,trust application let manage correct state change introduce artificial limitation sacrifice performance
1,result small memory usage fast performance small cpu overhead power usage longer battery life
1,check artificial requirement remove dx11 api
1,add ability conditionally trigger keyframe animation expression animation order support complex animation scenario
1,cam'on need service status page issue work
1,pulltorefreshlistview toolkit integrate functionality control change suitable like listviewex functionality single control
1,control usable app
1,menu information file lock application
1,save ton space small svg simple icon dozen large png file
1,add eyedropper ability pick color outside uwp app
1,form developer fill request expedite review
1,useful limitation remove allow physical web support develop use window require additional hardware resource publish beacon
1,improve situation add miss api
1,work app want app launch maximise
1,closet option launch fullscreen obscure task bar
1,allow app launch uri http schema default video audio player store player win32 app support great
